,VISIT_AREA_NM,ROAD_NM_ADDR,LOTNO_ADDR,SEARCH_ADDR,data-id
1331,꽃이 피다 앤 블로섬,제주특별자치도 서귀포시 남성로 136,제주특별자치도 서귀포시 서홍동 744-9,제주특별자치도 서귀포시 서홍동 744-9,1009490611
1332,어멍 뚝배기,제주특별자치도 서귀포시 부두로 35,제주특별자치도 서귀포시 서귀동 768,제주특별자치도 서귀포시 서귀동 768,1316503131
1333,인 스밀,제주특별자치도 서귀포시 대정읍 일과대수로27번길 22,제주특별자치도 서귀포시 대정읍 일과리 1291,제주특별자치도 서귀포시 대정읍 일과리 1291,1864290419
1334,몬스터 살롱,제주특별자치도 제주시 애월읍 일주서로 6017,제주특별자치도 제주시 애월읍 곽지리 1669-1,제주특별자치도 제주시 애월읍 곽지리 1669-1,35125037
1335,곰만 식당,제주특별자치도 제주시 구좌읍 구좌해안로 64,제주특별자치도 제주시 구좌읍 동복리 667-1,제주특별자치도 제주시 구좌읍 동복리 667-1,31204698
1336,하이 제주,제주특별자치도 제주시 노연로 81,제주특별자치도 제주시 연동 262-43,제주특별자치도 제주시 연동 262-43,1689248667
1337,도두봉 키세스 존,,제주특별자치도 제주시 도두일동 산 1,제주특별자치도 제주시 도두일동 산 1,19649978
1338,제주다움 렌터카,제주특별자치도 제주시 제성1길 75,제주특별자치도 제주시 도두일동 1175-1,제주특별자치도 제주시 도두일동 1175-1,1604446829
1339,제주갈치 한담,제주특별자치도 제주시 애월읍 애월로1길 24-11,제주특별자치도 제주시 애월읍 애월리 2527-12,제주특별자치도 제주시 애월읍 애월리 2527-12,38677142
1340,쉼,제주특별자치도 제주시 한림읍 귀덕11길 7,제주특별자치도 제주시 한림읍 귀덕리 1013,제주특별자치도 제주시 한림읍 귀덕리 1013,1294603782
1341,헬로키티 아일랜드,제주특별자치도 서귀포시 안덕면 한창로 340,제주특별자치도 서귀포시 안덕면 상창리 1963-2,제주특별자치도 서귀포시 안덕면 상창리 1963-2,33703960
1342,홍 회장 보말칼국수,제주특별자치도 서귀포시 안덕면 신화역사로 423,제주특별자치도 서귀포시 안덕면 동광리 1602,제주특별자치도 서귀포시 안덕면 동광리 1602,1905533283
1343,정직한돈 협재 직영점,제주특별자치도 제주시 한림읍 일주서로 5083,제주특별자치도 제주시 한림읍 협재리 1087,제주특별자치도 제주시 한림읍 협재리 1087,1532034543
1344,안녕판포씨,제주특별자치도 제주시 한경면 일주서로 4600-18,제주특별자치도 제주시 한경면 판포리 1640,제주특별자치도 제주시 한경면 판포리 1640,no
1345,비자림의 아침 펜션,제주특별자치도 제주시 구좌읍 비자숲길 15-2,제주특별자치도 제주시 구좌읍 평대리 3200-5,제주특별자치도 제주시 구좌읍 평대리 3200-5,1361795545
1346,비자림 미담,제주특별자치도 제주시 구좌읍 비자숲길 13,제주특별자치도 제주시 구좌읍 평대리 3200-4,제주특별자치도 제주시 구좌읍 평대리 3200-4,1521104572
1347,제주로 렌터카,제주특별자치도 제주시 오일장중길 128,제주특별자치도 제주시 도두이동 1106-1,제주특별자치도 제주시 도두이동 1106-1,1654967969
1348,테라도스,제주특별자치도 제주시 애월읍 애상로 207-2,제주특별자치도 제주시 애월읍 하가리 1607-3,제주특별자치도 제주시 애월읍 하가리 1607-3,1618248387
1349,하얀 별 펜션,제주특별자치도 제주시 애월읍 일주서로 6845,제주특별자치도 제주시 애월읍 구엄리 86-1,제주특별자치도 제주시 애월읍 구엄리 86-1,38338284
1350,소망 수산,제주특별자치도 서귀포시 중앙로42번길 16,제주특별자치도 서귀포시 서귀동 274-2,제주특별자치도 서귀포시 서귀동 274-2,1215940841
1351,표선 가락국수가게,제주특별자치도 서귀포시 표선면 표선관정로 105-1,제주특별자치도 서귀포시 표선면 표선리 670-1,제주특별자치도 서귀포시 표선면 표선리 670-1,1250319244
1352,아줄레주,제주특별자치도 서귀포시 성산읍 신풍하동로19번길 59,제주특별자치도 서귀포시 성산읍 신풍리 627,제주특별자치도 서귀포시 성산읍 신풍리 627,1051148650
1353,붉은 오름 자연휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73,제주특별자치도 서귀포시 표선면 가시리 산 158,제주특별자치도 서귀포시 표선면 가시리 산 158,21370013
1354,식당 마요네즈,제주특별자치도 제주시 다랑곶3길 18,제주특별자치도 제주시 노형동 1068-5,제주특별자치도 제주시 노형동 1068-5,1544169909
1355,제주바다체험장,,제주특별자치도 제주시 구좌읍 동복리 608-3,제주특별자치도 제주시 구좌읍 동복리 608-3,no
1356,색달식당 중문갈치조림 구이본점,제주특별자치도 서귀포시 예래로 255-18,제주특별자치도 서귀포시 하예동 350,제주특별자치도 서귀포시 하예동 350,21697562
1357,켄싱턴리조트 제주 중문,제주특별자치도 서귀포시 중문관광로72번길 29-29,제주특별자치도 서귀포시 색달동 2822-5,제주특별자치도 서귀포시 색달동 2822-5,1269816425
1358,선물가게 바나나,제주특별자치도 서귀포시 일주서로 875,제주특별자치도 서귀포시 색달동 2353,제주특별자치도 서귀포시 색달동 2353,1897276148
1359,토스카나 호텔,제주특별자치도 서귀포시 용흥로66번길 158-7,제주특별자치도 서귀포시 강정동 3702-1,제주특별자치도 서귀포시 강정동 3702-1,no
1360,버거요 제주본점,제주특별자치도 제주시 한림읍 귀덕11길 43,제주특별자치도 제주시 한림읍 귀덕리 957,제주특별자치도 제주시 한림읍 귀덕리 957,1062026034
1361,점보 빌리지,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11,제주특별자치도 서귀포시 안덕면 서광리 2351,제주특별자치도 서귀포시 안덕면 서광리 2351,11607925
1362,국수바다 본점,제주특별자치도 서귀포시 일주서로 580,제주특별자치도 서귀포시 대포동 630,제주특별자치도 서귀포시 대포동 630,35372610
1363,호텔탑아일랜드,제주특별자치도 제주시 용남1길 47,제주특별자치도 제주시 용담일동 264-5,제주특별자치도 제주시 용담일동 264-5,no
1364,살찐 고등어,제주특별자치도 제주시 구좌읍 해맞이해안로 1708,제주특별자치도 제주시 구좌읍 하도리 1767,제주특별자치도 제주시 구좌읍 하도리 1767,1847740414
1365,아줄레 주,제주특별자치도 서귀포시 성산읍 신풍하동로19번길 59,제주특별자치도 서귀포시 성산읍 신풍리 627,제주특별자치도 서귀포시 성산읍 신풍리 627,1051148650
1366,구 제주 포차,제주특별자치도 제주시 중앙로 13,제주특별자치도 제주시 건입동 1441,제주특별자치도 제주시 건입동 1441,1115485353
1367,그린데이,제주특별자치도 제주시 아연로 235-2,제주특별자치도 제주시 오라이동 68-16,제주특별자치도 제주시 오라이동 68-16,1231781714
1368,공항 뚝배기 제주공항 본점,제주특별자치도 제주시 연삼로 31,제주특별자치도 제주시 연동 149-2,제주특별자치도 제주시 연동 149-2,1682686371
1369,제주 렌터카 본사,제주특별자치도 제주시 용문로 8,제주특별자치도 제주시 용담2동 1531-1,제주특별자치도 제주시 용담2동 1531-1,no
1370,천년 비자 펜션,제주특별자치도 제주시 구좌읍 비자림로 2330,제주특별자치도 제주시 구좌읍 평대리 2876-11,제주특별자치도 제주시 구좌읍 평대리 2876-11,1734760311
1371,교래 옹달샘,제주특별자치도 제주시 조천읍 미래로 582,제주특별자치도 제주시 조천읍 교래리 431,제주특별자치도 제주시 조천읍 교래리 431,78810406
1372,휴애리 수국축제,제주특별자치도 서귀포시 남원읍 신례동로 256,제주특별자치도 서귀포시 남원읍 신례리 2081,제주특별자치도 서귀포시 남원읍 신례리 2081,12047800
1373,세븐일레븐 제주 삼무파크점,제주특별자치도 제주시 도령로 128,제주특별자치도 제주시 연동 280-15,제주특별자치도 제주시 연동 280-15,21758251
1374,신신 호텔 제주공항점,제주특별자치도 제주시 도령로 124,제주특별자치도 제주시 연동 270-2,제주특별자치도 제주시 연동 270-2,1516687991
1375,담아래,제주특별자치도 제주시 수목원길 23,제주특별자치도 제주시 연동 1318-3,제주특별자치도 제주시 연동 1318-3,1019478965
1376,우유부단,제주특별자치도 제주시 한림읍 금악동길 38,제주특별자치도 제주시 한림읍 금악리 142-2,제주특별자치도 제주시 한림읍 금악리 142-2,37927894
1377,귤꽃 다락,제주특별자치도 서귀포시 이어도로1027번길 34,제주특별자치도 서귀포시 서호동 133,제주특별자치도 서귀포시 서호동 133,1939769414
1378,아왜낭목제빵소,제주특별자치도 서귀포시 월평하원로 11,제주특별자치도 서귀포시 월평동 511,제주특별자치도 서귀포시 월평동 511,1544306753
1379,법환동 해녀물질 체험장,,제주특별자치도 서귀포시 법환동 169-5,제주특별자치도 서귀포시 법환동 169-5,no
1380,금단형 펜션,제주특별자치도 제주시 한경면 일주서로 4466,제주특별자치도 제주시 한경면 금등리 658-8,제주특별자치도 제주시 한경면 금등리 658-8,883987172
1381,GS25 한림금능점,제주특별자치도 제주시 한림읍 한림로 224,제주특별자치도 제주시 한림읍 금능리 2088-54,제주특별자치도 제주시 한림읍 금능리 2088-54,302556895
1382,세븐일레븐 제주금동리점,제주특별자치도 제주시 한경면 일주서로 4466,제주특별자치도 제주시 한경면 금등리 658-8,제주특별자치도 제주시 한경면 금등리 658-8,1499779429
1383,판포리인,제주특별자치도 제주시 한경면 판포1길 11,제주특별자치도 제주시 한경면 판포리 2913-1,제주특별자치도 제주시 한경면 판포리 2913-1,1870857815
1384,카페 인어,제주특별자치도 제주시 한림읍 한림해안로 584,제주특별자치도 제주시 한림읍 귀덕리 4173,제주특별자치도 제주시 한림읍 귀덕리 4173,1518278430
1385,태진 주유소,제주특별자치도 제주시 일주서로 7728,제주특별자치도 제주시 도두일동 2270-2,제주특별자치도 제주시 도두일동 2270-2,13283437
1386,별 다락 민박,제주특별자치도 서귀포시 표선면 서성일로27번길 12,제주특별자치도 서귀포시 표선면 성읍리 1631-3,제주특별자치도 서귀포시 표선면 성읍리 1631-3,no
1387,돌집 식당,제주특별자치도 서귀포시 표선면 서성일로 23,제주특별자치도 서귀포시 표선면 성읍리 1624-3,제주특별자치도 서귀포시 표선면 성읍리 1624-3,13444889
1388,엘파소,제주특별자치도 서귀포시 안덕면 화순로 191-43,제주특별자치도 서귀포시 안덕면 화순리 2015-1,제주특별자치도 서귀포시 안덕면 화순리 2015-1,1986490157
1389,월 스낵,제주특별자치도 제주시 구좌읍 월정1길 70-5,제주특별자치도 제주시 구좌읍 월정리 611,제주특별자치도 제주시 구좌읍 월정리 611,1856294244
1390,로빙화,제주특별자치도 서귀포시 남원읍 남태해안로 13,제주특별자치도 서귀포시 남원읍 남원리 1398-7,제주특별자치도 서귀포시 남원읍 남원리 1398-7,810995268
1391,함덕 흑돼지 연탄구이,제주특별자치도 제주시 조천읍 신북로 535,제주특별자치도 제주시 조천읍 함덕리 1273,제주특별자치도 제주시 조천읍 함덕리 1273,203150079
1392,고등어회 결사,제주특별자치도 제주시 애월읍 애월해안로 941,제주특별자치도 제주시 애월읍 하귀2리 2615-1,제주특별자치도 제주시 애월읍 하귀2리 2615-1,1816545462
1393,교래 곶자왈 손칼국수,제주특별자치도 제주시 조천읍 비자림로 636,제주특별자치도 제주시 조천읍 교래리 602-14,제주특별자치도 제주시 조천읍 교래리 602-14,33919944
1394,제주 순풍 신제주본점,제주특별자치도 제주시 진군남4길 7-8,제주특별자치도 제주시 노형동 668,제주특별자치도 제주시 노형동 668,1530008643
1395,더 애월 본점,제주특별자치도 제주시 애월읍 하가로 159,제주특별자치도 제주시 애월읍 하가리 1461-1,제주특별자치도 제주시 애월읍 하가리 1461-1,1593180086
1396,스탠퍼드호텔 앤리조트 제주,제주특별자치도 제주시 애월읍 애월해안로 408,제주특별자치도 제주시 애월읍 고내리 77-4,제주특별자치도 제주시 애월읍 고내리 77-4,1604588319
